Name,Price,Mileage,Doors,Horsepower,Seats,Year,Cabriolet,Black,ImageId
MERCEDES-BENZ ML 430,28000,82000,5,272,5,2000,False,False,6c71d676-d881-418a-8535-c729ba76b62b
PEUGEOT 406 Coup+® 3.0 V6 Pack,14800,72600,2,208,4,2003,False,False,4d98358d-05ba-48f9-94f4-f76cfb12231b
HONDA Legend 3.5i AWD,50000,100,4,295,5,2007,False,False,6f2fa25c-5b5e-4cd8-8aa3-2211f32d1d81
TOYOTA RAV-4 2.0 16V Linea Terra,9900,114000,5,150,5,2003,False,False,33a449a1-2669-4797-98cb-92a258a16739
MERCEDES-BENZ E 320 El+®gance,14900,94700,5,224,5,1997,False,False,64658d3b-1ed5-47a0-ba53-6a7bde791f31
AUDI A4 Avant 1.8 T quattro 190 PS !,14990,119000,5,190,5,2003,False,False,5e984aeb-f734-47cf-8921-e99bb1ea5f56
AUDI TT Roadster 1.8 T quattro,12900,126000,2,180,2,2001,True,False,717fd6b7-b7e7-46a6-8405-0134e346a056
PORSCHE 911 Carrera Cabrio,69800,20400,2,325,2,2005,True,False,1c2008b8-6d13-4d4e-b91b-2a01a8e6ac12
PORSCHE Cayenne Turbo S,89800,1,5,521,5,2007,False,False,8579cec6-ae72-4121-9205-56146b165828
MERCEDES-BENZ SL 500,54800,20500,2,306,2,2001,True,True,d5269ed9-bac1-4930-8c3e-da253d497efd
VW Polo 1.9 TDI Comfort,10800,89000,5,100,5,2003,False,False,87551add-0e51-4405-bca9-364e237abd6a
VW Bora 2.8 Highline 4Motion,17900,70000,4,204,5,2001,False,False,b29d3c1e-49c4-49a9-85cf-9ab1a1a50f7f
VW Golf 1600 Trendline,10600,110000,2,100,4,1999,True,True,5594734a-e3b0-453c-b5f4-816d622a272e
VW Jetta 2.0 FSI Comfort,10550,68260,4,150,5,2005,False,False,bec41d39-bdb8-4ed1-908f-97b36038fab6
FERRARI 575M,124800,15900,2,517,2,2006,False,False,26ed4f47-040c-4417-b4c1-3c6c4d54a705
FIAT Ulysse 3.0 V6 24V Admiral,24850,40500,5,204,6,2003,False,False,df4fa907-ae76-49a0-8d74-31c81f46a308
MERCEDES-BENZ CLK 320 Avantgarde,35800,62000,2,218,4,2003,True,True,d7d7c5ef-ab9b-428a-8efc-aa956174972b
OPEL Antara 2.0 CDTi Cosmo 4WD,35550,24500,5,150,5,2007,False,True,2fbe3856-3e5a-4b1d-90e0-0649d44020da
BMW 530i,27900,26000,4,231,5,2005,False,False,617d4c53-3962-4e66-adec-7dc87ef2a0bc
FERRARI F360 Spider,84800,16600,2,400,2,2002,True,False,30f13e79-3a48-460c-8bf4-4d68ad0c1301
BMW 325xi Touring,22000,81000,5,218,5,2006,False,False,d02d960e-d671-4afe-90c7-bf3897a41d83
FERRARI F360 Modena Berlinetta,69800,41500,2,400,2,2000,False,False,904a573e-2545-47da-83c8-e645a77cb583
MERCEDES-BENZ E 50 AMG Avantgarde,7800,106000,4,347,5,1997,False,False,0ee5f0b7-12c4-4ee0-938f-be87fe7f6ee1
RENAULT Avantime 3.0 V6 Privil+¿ge,24900,126500,3,207,5,2003,False,False,1b143e69-3a7f-4862-8ee6-c4a4acecc409
PORSCHE 911 Turbo,89800,38600,2,420,4,2003,False,False,a9fe93df-77c3-4659-8024-955df1595950
PORSCHE 911 Turbo,104800,25900,2,420,4,2001,False,True,acc7ca50-a4e6-425a-97cc-ed8e83fde938
PORSCHE 911 Turbo,59800,52900,2,420,4,2002,False,False,ad8dc38e-6ff3-4d21-a6ee-1bb9318fa114
AUDI RS4 Avant quattro,27999,111000,5,380,5,2001,False,False,fe4b829a-672e-41c5-ada8-7f3dc073ab5e
MERCEDES-BENZ SL 55 AMG,69800,45200,2,500,2,2003,True,False,28bd65ef-f791-4bae-910b-43b122659bb9
FERRARI F360 Modena Berlinetta,69800,30300,2,400,2,1999,False,False,e30b2e6d-8370-40de-a710-df5c43eadfdf
PEUGEOT 307 2.0 16V XSi,7900,90600,5,136,5,2003,False,False,ddd1671f-a6fb-450e-a2e3-a8b7aac23cf5
PORSCHE 911 Carrera Targa,49800,61800,2,320,4,2002,True,True,14866b8f-a8a2-4107-a69b-1dfc2436316c
AUDI RS6 Avant quattro,54800,43800,5,450,5,2003,False,True,38235365-1e9b-4228-af76-f4c70818038c
BMW Z4 M Coup+®,79800,10900,2,343,2,2011,False,False,20f76da0-ca9f-4886-8e66-c2cb2d7823b6
BMW M3,39800,23900,2,343,4,2002,True,False,793067f2-be2b-42bb-886d-b9dcdb88a998
CHEVROLET Epica 2.0 VCDi LT,19980,5600,4,150,5,2007,False,False,8476451b-5f0b-4905-9026-575c9fd92e1a
CITROEN C4 GRAND PICASSO 2.0 HDi Dynamique+,20700,21768,5,138,7,2007,False,False,a98de1b1-ea8b-4a4a-82ef-f9897ab20818
AUDI A6 Allroad 2.5 TDi quattro,9900,201000,5,180,5,2001,False,False,74b4be31-89ec-49ba-85cd-e3cee60f716b
PORSCHE Cayenne Turbo,49800,31000,5,450,5,2004,False,False,16cd9cb8-e8d4-48bb-a489-727a65ada7fd
DODGE Avenger 2.7 V6 SXT,18900,46300,4,186,5,2008,False,False,eea44ff3-76e0-4af7-82a0-9e5fcf4c4843
PEUGEOT 307 CC 2.0 16V Dynamic,16500,16000,2,140,4,2007,True,False,ef2b5e65-67b5-4a82-b2b1-eef335624428
TOYOTA Avensis 2.0 Linea Sol Lb,4900,112000,5,128,5,1998,False,False,8f59891e-f716-45af-8190-2a076b97b4ee
VOLVO S60 2.4T,15900,157000,4,200,5,2001,False,False,772e9d61-836f-4437-9239-2933667d0b8e
SAAB 9-5 2.0t Vector,17900,91000,5,150,5,2002,False,True,ecc3cd03-d476-4edb-b7b6-e0655b8f4073
FERRARI 575M,119800,14100,2,517,2,2004,False,True,0766009f-f25d-4e2d-81c0-d50b198614ea
FIAT Coup+® 2.0 20V Turbo Plus,11900,84000,2,220,4,2000,False,False,c8bfc34a-f967-4e26-9978-1b898f6c3d39
PORSCHE 911 Turbo,64800,80000,2,420,4,2000,False,False,d5e78768-b9c2-4e75-a67e-b7c9373bfef1
ALFA ROMEO 159 2.4JTD Distinctive,29900,14500,4,200,5,2008,False,True,34281ad5-c334-4ed1-a093-c3370aaeb2d9
MERCEDES-BENZ S 400 L CDI,34500,66000,4,250,5,2001,False,False,5c0f8d91-c8a4-40f8-ac5f-26de42a19ebf
BMW 745i,44800,27600,4,333,5,2004,False,False,f92f2c7f-83bd-4f17-a387-2f7b150edd40
FIAT Barchetta 1.8 Comfort,14200,70000,2,131,2,2003,True,False,1694a56f-3203-4143-923d-f89bf0f06fed
VOLVO C70 D5 Summum,44900,11000,2,180,4,2009,True,False,5a51b50e-8ae9-4181-8aa8-d13c2fd7c206
CHEVROLET Alero 3.4 V6 C,4900,83000,4,177,5,1999,False,False,36f21d83-ab24-40af-847f-cd58d2196f6c
AUDI A6 2.8 E 30V quattro,4500,132000,4,193,5,1996,False,False,450717c6-c6c2-496a-93ef-57e595bce179
FORD Fusion 1.6 16V Champion,6500,97000,5,101,5,2004,False,True,d420eb74-9847-41e3-9487-ef851c254abd
PEUGEOT 407 SW 2.2 ST Dynamic,15900,40000,5,163,5,2006,False,False,d3e76107-7e9b-4268-9100-d7993abe68ed
MERCEDES-BENZ CLK 55 AMG Avantgarde,13555,139555,2,347,4,2000,False,True,8c32a531-0505-44b8-97c5-d62eb1337872
MERCEDES-BENZ SL 55 AMG,99800,32500,2,500,2,2003,True,False,38506986-7056-4f06-b9f2-224981538e85
LAMBORGHINI Diablo 5.7 VT Roadster,184500,21000,2,492,2,1996,True,False,6a06ad4c-dd24-4774-9ec3-863b537f5c8b
AUDI A4 2.0 TDI,31900,56500,4,143,5,2007,False,True,225dafcc-5da3-4477-a9be-7d1864dac0a4
FERRARI F430 ,172000,7700,2,486,2,2007,False,False,83b30e19-dfe9-4168-806b-5d0ac42ec9ad
MERCEDES-BENZ S 500,19900,99900,4,306,5,2000,False,False,efacc1b3-5cbf-40d1-a1fe-467ebd29d352
BMW M3,49800,1600,2,343,4,2002,True,False,90a450f9-891e-45a6-88de-b5435cbee94b
MERCEDES-BENZ E 55 AMG Avantgarde,24900,31300,4,354,5,1998,False,False,3677c8da-f997-4849-a602-edc1f3d8c315
ASTON MARTIN DB7 Vantage,49800,32300,2,416,4,2000,False,False,fa57b99e-fcc0-4e1e-bc10-ccd11760404e
RENAULT Clio 1.2 16V T Dynamique,16900,16950,5,101,5,2008,False,False,00b94f40-0507-4d20-95b5-04741a534640
RENAULT Sc+®nic 2.0 16V Expression,8900,40900,5,135,5,2003,False,False,1cc78471-6acf-4264-b226-530e11fd54e9
TOYOTA RAV-4 2.0 D4D Mountain,14900,93200,5,116,5,2003,False,False,089b69ba-54f3-4c59-989d-c336f4cc8d62
MERCEDES-BENZ E 320 Avantgarde,14800,79500,5,224,5,2001,False,False,a78761da-13f9-4d58-ac38-ad20d31083c3
MERCEDES-BENZ SL 55 AMG,104800,45500,2,500,2,2004,True,False,adce7812-a21e-4012-aefa-396f2b7d2b52
BMW-ALPINA B3 3.3 S,34800,54100,4,305,5,2003,False,True,0a6f435c-f72f-4560-9233-2bcf001b4866
MERCEDES-BENZ CLK 430 El+®gance,9900,260000,2,279,4,1998,False,True,7d45b9fe-34ed-457d-acb7-449ca5c510ee
SAAB 9-5 2.3 LPT,10550,192000,5,170,5,1999,False,False,8a6a9b35-8321-4e73-84ea-45c32f46fe7b
VOLVO V70 D5 Momentum,39900,5200,5,185,5,2008,False,False,f41ce8c6-1258-46b5-a1dc-ebfa3c2f2528
CITROEN C5 2.2 HDi SX,3900,154700,5,133,5,2001,False,False,ac4dee52-9763-40a9-b4e6-8a0f8507e900
FIAT Stilo 1.6 16V Dynamic,5400,91000,5,103,5,2003,False,False,fa62a675-2607-4698-9fff-3b28073a8ffb
MERCEDES-BENZ SL 55 AMG,59800,43300,2,500,2,2003,True,False,9c85eadc-565d-4c06-9c9f-889b39b81c96
FIAT Punto 90 ELX Cabrio,4400,66500,2,89,4,1997,True,False,a7d8a0a3-0ef9-48d8-b0ac-be410095e820
AUDI RS6 Avant quattro,32800,90100,5,450,5,2002,False,False,3a2e5bd3-2b59-4315-89d3-48688e88de32
FIAT Ulysse 2.0 S,3900,207900,5,122,7,1995,False,False,3f1b874e-a645-4b91-9239-085fd31b3554
RENAULT M+®gane 1.6 16V Expression,9800,92300,5,113,5,2003,False,False,6704691b-70ec-4e5e-9bc6-294271eff01f
PORSCHE Cayenne Turbo S,59800,36600,5,521,5,2006,False,False,457e11b2-f061-4a7e-a6fe-04e435ffc536
BMW M3 CSL,79800,35000,2,360,5,2003,False,False,8232610f-ccc8-4a11-be9f-30f8c3412a1a
ALFA ROMEO Brera 2.4 JTD Sky,39900,4700,3,200,4,2007,False,True,7d65ddaa-d74d-4e52-a7b1-35868553348f
RENAULT Laguna 3.0 V6 Expression,6900,66000,5,208,5,2002,False,True,d8500c61-7d08-40ea-b59d-9d36554d4108
JEEP Cherokee 3.7 V6 Limited,13900,46000,5,211,5,2001,False,False,b6c63562-7c40-41c2-b978-96e3babd5eb3
PEUGEOT 306 Cabrio 2.0 16V,6900,139000,2,133,4,1998,True,False,c15b2338-8ad6-4352-97cf-45f40215fac1
OPEL Zafira 1.8i 16V Comfort,4900,179000,5,125,7,2001,False,False,9f1e4c9e-8be4-4dbc-a413-0a78459930e2
FERRARI 575M,99800,23100,2,517,2,2003,False,False,873623bc-2dc3-4d47-8baa-63e805faa88d
AUDI A4 Avant 1.8 T,17900,53000,5,163,5,2003,False,False,ba50e345-1810-4f7e-8751-0cb7653fe7d7
VOLVO V40 2.0 LPT,3900,229000,5,160,5,1998,False,False,aeca08eb-8632-4715-9c0f-a28a66f7c32a
ASTON MARTIN DB7 Vantage,36900,86500,2,416,4,2000,False,False,801666e2-4fd1-450a-be14-2415e8ab4966
BMW X5 3.0d,25800,98000,5,184,5,2003,False,False,19662d5b-242c-425c-b44a-dd78838e129f
SEAT Ibiza 1.8 Cupra Last Call,24800,1850,3,180,5,2009,False,False,c2407b4f-ab3d-46f2-a9dd-678d7af8f937
BMW M5,49800,42000,4,503,5,2005,False,False,e2f3da07-3966-4711-8578-c95d8140782f
VW New Beetle 3.2 RSi,46900,26900,3,224,4,2001,False,False,e3dd6a36-5df3-4fc6-a49d-54b5349d1471
BMW 760i,59800,66600,4,445,5,2003,False,True,d903fc2a-ae55-4456-96d6-88793b552a83
BMW M5,59800,33600,4,503,5,2005,False,False,211cc98f-e056-4cf3-9a13-1702854c1f1d
BMW 318i,9900,92000,4,118,5,2000,False,False,ec349a7e-9f28-4f01-a55a-1c581cbd4240
MERCEDES-BENZ CLS 63 AMG,118800,8200,4,515,4,2007,False,False,52702daf-451c-4512-9128-9f85266d3957
FORD FOCUS 1.8i 16V Carving,14900,60900,5,125,5,2008,False,True,9b6c8e32-155f-419d-be1c-35d7027a6ef9
FERRARI 456M GT,69800,35000,2,442,4,2000,False,False,eb62e73c-ee09-451f-91af-f74e30acc0ab
MERCEDES-BENZ A 170 CDI Avantgarde,9500,107900,5,95,5,2002,False,False,76bcf8ed-f5cd-46dd-8142-5cf908eed544
AUDI TT Cp+® 2.0 TFSI,29900,47890,3,200,4,2008,False,False,5ec81c8e-b814-42ab-b608-6123b97e69b8
ALFA ROMEO 159 1.9JTS Progression,13900,26000,4,160,5,2006,False,False,c58e3ef0-e718-48ae-b6d0-f2973731ce11
BMW 530d Touring,16600,140900,5,218,5,2005,False,False,4a6a65a1-8faf-4304-a8e8-6f80980a9171
PORSCHE Cayenne Turbo,44800,64500,5,450,5,2005,False,True,004171e8-1387-4125-8e1e-44e09e7832a2
HONDA Civic 1.3 iDSi IMA Hybrid,14400,37300,4,95,5,2008,False,False,6ae701f5-5484-4450-8816-fef2b6340604
MERCEDES-BENZ C 280 Sport,7990,127000,4,193,5,1996,False,False,e5f37360-2203-4f96-b82f-ee7ce2f453be
MITSUBISHI Galant 2.5 V6 24V ,3990,136000,4,163,5,1998,False,False,d1d2c83b-fa0f-4388-be98-7df3ceac155f
RENAULT Sc+®nic 2.0 16V Dynamique,13300,39500,5,135,5,2005,False,False,4c026a93-d68a-46c2-8ab6-3f16759e1fed
CHRYSLER Sebring 2.0 Touring,15990,25000,4,156,5,2008,False,False,c485c3fb-3e00-45f2-9c3f-76b45f787bcd
MERCEDES-BENZ SL 55 AMG,49900,86000,2,476,2,2002,True,False,80f03805-3a57-484d-9051-c34826bd246a
BMW 530i,7900,207000,4,231,5,2001,False,False,c28d8798-6d5f-430f-9e12-ebcd23b61b6e
BMW 120i,17900,58850,6,150,5,2005,False,False,73b22840-bb00-4304-84f5-f6397295e63d
AUDI A3 1.8 TFSI Attraction,28950,13500,2,160,4,2008,True,False,af22ae57-ee4d-4b37-a9ef-dd7dd0cb0e63
VW Passat 1.9 TDI Comfort,14900,101500,4,130,5,2002,False,False,08ee8f57-ce4e-4dcb-b87b-43cf5361a60e
MERCEDES-BENZ E 320 CDI Av.garde 4Matic,19999,169000,5,224,5,2006,False,True,111f14d9-6741-4543-919a-b91cd3457c4e
VOLVO C30 1.8 Kinetic,20000,15000,3,125,4,2008,False,False,7bf9e647-aea4-429f-ad6a-f9338c9036ee
MERCEDES-BENZ SL 65 AMG,99800,21500,2,612,2,2005,True,True,3257bdc4-0f5c-4509-b59c-281e6e2c04da
AUDI RS4 Avant quattro,31900,94000,5,380,5,2002,False,False,70f7c3c0-aaf7-4740-946c-ae8eabf4bd16
NISSAN Micra 1.2 acenta,12800,29700,5,80,5,2009,False,False,36ebf49a-788d-4bd2-ba1f-097ef548eccd
CHEVROLET Lacetti 1.8 16V CDX,13900,11000,5,121,5,2008,False,False,fced461e-9b9e-4616-bbcd-f36a2c5c258f
MERCEDES-BENZ ML 320 CDI 4Matic,28200,104000,5,224,5,2005,False,True,212a6c0e-367e-40a7-a12a-1753a3e2c6b9
BMW M5,89800,31500,4,503,5,2006,False,False,8f617eac-76f9-44aa-9ab4-124470be002c
PORSCHE 911 Turbo,94800,63300,2,420,4,2003,False,False,087a46a8-d016-4b90-a6a2-8e1a2c3be628
AUDI S8 4.2 quattro,12800,55000,4,340,5,1998,False,False,1009fe39-58ba-4906-aeca-e1b80f0b8041
PORSCHE 911 Carrera 4 Cabrio,49999,92000,2,320,4,2002,True,True,41edc3cf-4e28-4ee5-bc84-59c4f2163c05
PEUGEOT 306 Break 2.0 16V XT,5900,76000,5,133,5,1999,False,False,df0a2135-fe3d-46a9-9fab-80ce44d5f6ce
BMW 320i,9200,100100,4,170,5,2001,False,True,ab1d4cae-1ca1-456d-aac6-6d22a87bab4b
BMW 330xi Touring,19900,95000,5,231,5,2001,False,False,76e0c60f-c63b-43b8-9a2c-81e5b7042a13
PORSCHE 911 Turbo,89000,21000,2,480,4,2007,False,False,a871719a-85b3-4fdf-839f-1953553cf537
LEXUS GS 3.0,3900,186000,4,212,5,1995,False,False,bfed8d0b-b4e5-47a3-ab63-e115470aff2c
BMW 535d,48800,29900,4,272,5,2006,False,False,1ced69f1-67d0-4574-b936-37b2fd9b2634
HYUNDAI Sonata 3.3 24V V6 GLS,9900,51000,4,235,5,2006,False,False,8da59fc6-fc04-45cb-b044-5a84282c45b8
ALFA ROMEO GT 3.2 V6 Distinctive,19800,81600,3,240,5,2004,False,False,9285fef9-ec15-4d71-ad14-9e3f3644fccb
VW Golf Plus 1.4 TSI Sport,14900,49900,5,170,5,2007,False,False,ebb208e5-c5c3-4d68-8a0a-84af38ca814f
MERCEDES-BENZ SL 600,89800,96400,2,500,2,2004,True,False,ee82c086-feeb-43d3-bc48-d839cbd760fd
LAMBORGHINI Gallardo 5.0 V10 Coup+®,155500,29500,2,520,2,2006,False,False,7d151783-9275-41c6-8ad6-2e6e08e64afa
NISSAN 350 Z Roadster Pack,38900,5000,2,313,2,2009,True,False,c63d619b-3cf8-40e4-882c-722cf6048e98
MERCEDES-BENZ SLK 230 Kompressor,14900,92000,2,197,2,2001,True,False,96b19061-0088-4576-81ed-12fc5c07f08b
AUDI S3 quattro,18900,99800,3,225,5,2003,False,False,cbd13efa-e36c-4932-ba6f-827838809edc
SEAT Alhambra 2.0 Easy,33410,50,5,115,5,2008,False,False,8beca933-7f4e-43c7-ad74-ae16458daf3e
MERCEDES-BENZ SL 500,34500,72000,2,320,2,1996,True,True,453da914-6471-4ced-8f59-4322bb4d2cf3
HONDA Civic 1.3 iDSi IMA Hybrid,14900,24900,4,95,5,2009,False,False,af7d4339-4857-45fc-975d-ddf5bd0d3713
BMW X3 xDrive 35d (3.0sd),24300,182250,5,286,5,2006,False,True,f4a745b6-0fd0-4a9b-abc6-f2a36d335a95
MITSUBISHI Lancer 2.0 DID Invite,15500,42700,4,136,5,2009,False,False,a71ced4e-c4e0-4379-9cae-034c36aed5eb
BMW 728i,9890,112000,4,193,5,1999,False,False,db062490-ae91-4006-a9e0-2f665d1b52c5
NISSAN Micra 1.4 tekna,10900,100,5,88,5,2008,False,False,5044b45f-ecfa-4434-9cc8-5f3974a5b53e
VOLVO S80 T6 AWD Summum,53700,29500,4,285,5,2010,False,True,30245b55-1d73-4e54-a118-465cb90f7191
VOLVO S80 4.4 V8 AWD Executive,52000,36000,4,315,5,2009,False,True,69abd765-41c0-42bd-ba67-920bdd6ae4ea
MERCEDES-BENZ C 240 Esprit,5900,125000,5,170,5,1998,False,False,956f6cbd-99e6-4fcd-8be7-d2c53cb5d1a3
HONDA HR-V 1.6i 4WD Sport,8500,143000,3,105,4,1999,False,False,f2fba658-9961-45b1-ac85-04a85741c8c3
FERRARI F360 Spider,79800,17300,2,400,2,2001,True,False,d5a37bb7-7f90-4de1-93c7-b793c702de69
SUBARU Legacy 2.0i AWD Swiss,13900,93000,5,137,5,2004,False,False,9a6e99e7-d6b2-49e8-bc2a-148bc5a4b3cd
MERCEDES-BENZ SL 55 AMG,59800,16500,2,476,2,2002,True,False,1e422d33-2106-4cbf-aca2-3be419d3516b
VW Passat 1.9 TDI Comfort,7900,94000,5,110,5,1998,False,False,8fe67f9d-adeb-481a-95e5-e888874bf27c
TOYOTA Auris 2.2 D-4D CP L.Sol P,16200,44500,5,177,5,2008,False,False,2a0741ca-8820-4e84-9ed7-852db268409d
SEAT Toledo 2.3 V5 Executive,12800,94500,4,170,5,2001,False,False,f70cc9af-fd24-4f24-9e26-5d5a026db65e
SUZUKI Ignis 1.5 16V Sport,9200,78000,3,110,4,2006,False,False,dc60ce26-9f85-4244-bb65-9df8c91a6985
FERRARI 575M,84800,51200,2,517,2,2002,False,False,e0ecac2b-9d9a-4129-9c67-298a251ac771
BMW X5 4.6is,39800,23800,5,347,5,2002,False,False,47f261fe-7ba9-4810-b7ed-1cc9c1496014
DODGE JOURNEY SXT 2.7l V6 aut.,29800,45000,5,185,7,2010,False,True,db2d04cf-2b4e-412e-9001-c39f589f2655
BMW M3,34800,52900,2,343,4,2002,True,False,0d843aca-a39b-4877-97a2-db6a88f0fe91
PORSCHE 911 GT3,74800,29800,2,360,4,1999,False,False,29894d06-39f5-4d94-9337-b127b2388892
NISSAN Patrol 3.0Di Elegance Wg,19800,159000,5,158,7,2001,False,True,ca3d47e8-f3a7-4d83-8524-4b1442179452
VW Sharan 2.8 V6 Comfortl 4M,23800,23400,5,204,5,2001,False,False,fa602b16-e9a4-4b77-a289-cb5b44676f22
AUDI RS6 Avant quattro,49800,47600,5,450,5,2002,False,False,3592e781-5418-47eb-9605-0e96c4e58336
OPEL Vectra 2.0i 16V CD,4990,151000,5,136,5,1997,False,False,fa9188a8-afea-4d22-87e8-1029949e21a0
MERCEDES-BENZ SLK 200 Kompressor,74800,300,2,163,2,2007,True,False,1f07ca72-9e78-4df1-966f-6724daddd855
BMW X5 4.4i,39800,3600,5,286,5,2000,False,False,400abdc6-09d7-43c0-83b2-b77d997e136b
BMW 523i Touring,12800,112300,5,170,5,1997,False,False,c349495d-9882-42c1-81f7-65ac1ff9c441
SAAB 9-3 2.0T Performance,19800,104400,4,252,5,2005,False,False,2acf3472-c9fd-4265-a74a-bff191cdfe01
MERCEDES-BENZ CLK 430 El+®gance,39800,100,2,279,4,2001,False,False,1f56ee76-b360-467e-b72e-281d3f7bc1c5
VOLVO C30 D5 Momentum,23900,28500,3,180,4,2009,False,False,cfc50ee6-f33e-4369-abc4-ce9550908a2e
MERCEDES-BENZ SL 320,21800,156800,2,231,2,1996,True,False,e7d0dbdd-b250-41f3-8335-d959158c0ba3
BMW 318i,6800,97600,4,118,5,1999,False,False,2795274d-290b-4e49-a4f2-95791a294afb
VW Caddy 1.4,9900,174000,4,75,5,2004,False,False,36aaffb0-3c6b-4beb-9b19-eca1715d4220
MERCEDES-BENZ SLK 350,38999,32000,2,272,2,2006,True,True,be3860af-fb84-4851-844a-888472dbc63e
MERCEDES-BENZ V 220 CDI Trend,13990,176000,4,122,6,2002,False,False,0fe71c78-09f6-4f06-9770-70963c3f2814
VW Passat 1.9 TDI Trend,9900,129000,5,101,5,2002,False,False,02bba708-08ff-4add-9d46-2cb6a6501a6e
BENTLEY Continental FlyingSpur6.0,99000,25594,4,560,5,2008,False,True,90faa226-0c7c-4394-a197-b973632c61cf
AUDI RS6 Avant quattro,44800,71600,5,450,5,2002,False,False,5196c121-dec7-46f4-98d7-75be9a7d31e3
BMW 750iL,19900,42000,4,327,5,1997,False,False,d6eb3736-f753-4809-a4a5-89b61029b2c9
AUDI A4 3.0 V6,13800,95200,4,220,5,2004,False,True,13862dcb-aba6-4b69-ba11-4f4b10f141b4
MERCEDES-BENZ SL 500,29800,106000,2,320,2,1997,True,False,5f62616b-7fa5-4454-8665-c63999616a2e
LAND ROVER Discovery 2.7d S Family,26500,81500,5,190,7,2005,False,True,cb07552f-9835-447a-b848-627bec94f3a5
VOLVO XC90 V8 AWD Executive A,29500,84241,5,315,7,2005,False,True,50143f41-7583-49b8-8ae7-42ce28feac7e
FERRARI F360 Modena Berlinetta F1,62900,33000,2,400,2,2000,False,False,619cdcd7-3f1d-4bf2-b8ba-9742c95906ae
MASERATI GranTurismo,105900,9200,2,405,4,2007,False,True,50c2a8c5-f356-4fc0-9759-87077d97018d
RENAULT Clio 1.5 dCi Privil+¿ge,9800,62876,5,82,5,2003,False,False,73f9b05c-2c6b-43d6-90bf-c8074aef09e9
PORSCHE 911 Targa,64800,74000,2,285,4,1997,True,False,77f504db-ae23-4842-afe2-3c22ebf6943c
BMW 325xi,15900,99300,4,193,5,2002,False,False,7ec0149f-e81d-4f86-a5d1-026277432d04
VW Phaeton 3.0 TDi V6 4M,29800,48300,4,225,5,2005,False,True,54577c69-fcd3-4abc-8c4d-e208255d521e
BMW 316 ti Compact,19900,50500,3,115,5,2003,False,False,7abb14af-4279-49b1-8677-09f23aa427ab
MASERATI Quattroporte 4.2,69800,56600,4,400,5,2004,False,False,75d13ede-d308-4cc4-9fac-8007687dc6d8
MERCEDES-BENZ SL 65 AMG,99800,12000,2,612,2,2004,True,True,7111bce7-7c00-47c0-8b7a-020838fd7dde
NISSAN X-Trail 2.0 Columbia 2WD,19900,51000,5,140,5,2006,False,False,288b249d-e633-4df8-add8-fc9b210d1731
ASTON MARTIN DB9,69800,40800,2,457,4,2005,False,False,b88250f4-315d-45f8-817b-636fdedf2bad
BMW 330xd,12900,251400,4,184,5,2000,False,False,58717028-aecb-40af-b978-2008dcb99cdf
SUZUKI Grand Vitara 2.0 16V Top LE,22900,92000,5,140,5,2008,False,False,35a022b3-285f-409b-abb9-b8ce426a7dc0
BMW X3 3.0i,16900,165000,5,231,5,2004,False,False,573431fd-c7eb-42dc-967c-ad7bc028c543
VW Passat CC 1.8 TSI,24900,25000,4,160,4,2009,False,False,8daf3b01-6c39-4819-af57-35a13b590894
JEEP Grand Cherokee 4.0 Laredo,6800,76290,5,177,5,1994,False,False,16c3285b-d263-4e72-9f81-4bc62ebb7a48
BMW 330i Touring,14900,77400,5,231,5,2000,False,False,2947e71a-b7bd-4843-8c34-82f0c1dd3ae0
VW Sharan 1.9 TDI Comfortl.,9900,130000,5,115,7,2002,False,False,e358a7f0-13e8-4f11-85f7-384fe2e3a036
FIAT 500 1.3 JTD Lounge,17800,1000,3,75,4,2012,False,False,a19da334-e0c0-435d-af6d-114e06aa94c7
NISSAN X-Trail 2.5 16V LE 4WD,19500,52000,5,165,5,2005,False,False,0f99e345-fd47-4f3e-89da-f777cb7d4215
MERCEDES-BENZ SL 65 AMG,119800,15300,2,612,2,2005,True,False,451a51ca-598b-4a79-8482-20c7e665928c
VW Passat CC 3.6 V6 FSI 4M.,39900,13000,4,300,4,2009,False,True,48dcce7e-8430-424d-83ac-afd44f42e3f1
BMW M5,52800,33600,4,503,5,2005,False,False,c51c4a38-1e42-4f5e-8db7-f1807fb27f84
RENAULT Espace 3.0 V6 The Race,8900,107000,5,191,7,2002,False,False,7c954cc7-1ec0-4d34-82b5-ddf225e43c5f
MERCEDES-BENZ S 65 AMG L,169800,39800,4,612,5,2006,False,False,4ebf29e5-a954-4317-8218-c1100c0d4dce
BMW 330Ci,39000,150,2,231,5,2008,False,False,deb96884-41db-4c6c-9fcb-8b8872275896
AUDI A6 Avant 2.7 T q.Advance,7900,151000,5,230,5,2000,False,True,67d673e1-d0ce-4671-9572-f161004de1c1
PORSCHE Cayenne Turbo,34800,68700,5,450,5,2003,False,False,29db1f3c-db7d-4d3e-9b5c-f5db47bb73e8
JAGUAR XJR 4.0 V8 S/C,25800,95100,4,363,5,2001,False,True,1c5aeba6-ca99-4f9a-987e-e647dac5f3c4
PEUGEOT 807 2.0 16V HDi SR Family,8900,103500,5,110,5,2005,False,False,fc0d063b-11e1-40d1-9808-5dcdf4c085e8
NISSAN Murano 3.5 V6,24900,54500,5,235,5,2005,False,False,326ef392-90b2-4859-a4ef-ee0762998e64
